investigation_type,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,state,year,month,day,human_error,make_model
incident,incident,unknown,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,standing,Probable Cause,GA,1988,12,19,False,lockheed L1011
incident,incident,minor,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,111.0,VMC,climb,Probable Cause,GA,1989,1,19,False,boeing 757
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,105.0,VMC,standing,Probable Cause,GA,1989,6,26,False,boeing 737
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,53.0,VMC,landing,Probable Cause,GA,1989,11,29,False,boeing 727
accident,fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,1.0,1.0,0.0,157.0,VMC,landing,Probable Cause,GA,1990,1,18,False,boeing 727
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,59.0,VMC,takeoff,Probable Cause,GA,1990,3,13,False,boeing DC9
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,67.0,VMC,climb,Probable Cause,GA,1990,5,31,False,boeing DC9
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,96.0,VMC,takeoff,Probable Cause,GA,1990,6,7,False,boeing DC9
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,111.0,VMC,takeoff,Probable Cause,GA,1990,6,21,False,boeing DC9
incident,incident,unknown,unknown,fokker,F28,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,75.0,VMC,descent,Probable Cause,GA,1990,11,11,False,fokker F28
accident,non-fatal,substantial,unknown,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,1.0,4.0,97.0,VMC,taxi,Probable Cause,GA,1991,5,5,False,boeing MD88
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,124.0,IMC,cruise,Probable Cause,GA,1991,7,4,False,boeing 757
incident,incident,unknown,unknown,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,29.0,VMC,climb,Probable Cause,GA,1991,11,20,False,boeing MD88
incident,incident,unknown,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,1.0,130.0,VMC,climb,Probable Cause,GA,1992,6,2,False,lockheed L1011
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,187.0,VMC,taxi,Probable Cause,GA,1992,11,13,False,boeing 757
incident,incident,minor,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,133.0,VMC,takeoff,Probable Cause,GA,1993,6,18,False,boeing DC-9-
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,187.0,VMC,climb,Probable Cause,GA,1993,9,15,False,boeing 757
accident,non-fatal,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,87.0,IMC,climb,Probable Cause,GA,1994,7,5,False,boeing DC9
incident,incident,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,28.0,IMC,landing,Probable Cause,GA,1995,1,19,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,5.0,132.0,VMC,cruise,Probable Cause,GA,1995,3,16,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,1.0,6.0,55.0,VMC,takeoff,Probable Cause,GA,1995,6,8,False,boeing DC9
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,58.0,VMC,standing,Probable Cause,GA,1995,12,29,False,boeing 737
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,80.0,VMC,landing,Probable Cause,GA,1996,2,28,False,boeing DC9
incident,incident,minor,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,168.0,VMC,climb,Probable Cause,GA,1997,1,31,False,boeing 757
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,92.0,IMC,takeoff,Probable Cause,GA,1997,2,13,False,boeing 727
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,7.0,74.0,IMC,climb,Probable Cause,GA,1997,4,28,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,2.0,0.0,85.0,IMC,climb,Probable Cause,GA,1998,5,7,False,boeing DC9
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,13.0,92.0,VMC,climb,Probable Cause,GA,1998,11,1,False,boeing 737
incident,incident,minor,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,4.0,unknown,standing,Probable Cause,GA,1998,11,8,False,boeing MD11
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,201.0,IMC,maneuvering,Probable Cause,GA,1999,9,27,False,boeing 767
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,3.0,17.0,230.0,VMC,descent,Probable Cause,GA,2000,9,20,False,boeing 767
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,13.0,84.0,unknown,climb,Probable Cause,GA,2000,11,29,False,boeing DC9
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,120.0,VMC,climb,Probable Cause,GA,2001,5,28,False,boeing 737
incident,incident,minor,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,89.0,VMC,landing,Probable Cause,GA,2001,6,5,False,boeing 757
accident,non-fatal,substantial,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,199.0,VMC,climb,Probable Cause,GA,2002,4,5,False,boeing 767
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,91.0,VMC,approach,Probable Cause,GA,2002,5,29,False,boeing 757
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,184.0,IMC,cruise,Probable Cause,GA,2003,4,21,False,boeing 757
accident,non-fatal,substantial,unknown,boeing,717,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,118.0,VMC,taxi,Probable Cause,GA,2003,8,1,False,boeing 717
incident,incident,unknown,unknown,boeing,717,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,118.0,VMC,takeoff,Probable Cause,GA,2004,3,5,False,boeing 717
incident,incident,minor,unknown,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,110.0,VMC,takeoff,Probable Cause,GA,2004,7,13,False,airbus A320
incident,incident,minor,unknown,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,129.0,VMC,climb,Probable Cause,GA,2007,4,22,False,airbus A319
incident,incident,unknown,airplane,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,306.0,VMC,descent,Probable Cause,GA,2007,5,2,False,boeing DC10
accident,non-fatal,unknown,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,250.0,VMC,taxi,Probable Cause,GA,2007,7,12,False,boeing 777
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,102.0,IMC,unknown,"An unexpected encounter with turbulence, while on approach for landing.",GA,2008,2,23,False,boeing 737
incident,non-fatal,minor,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,257.0,unknown,unknown,The fan blade fractured due to a fatigue crack that was the result of the combination of the breakdown of the fan blade lubrication system and residual fatigue life usage following the last overhaul of the fan blade.  Contributing to the fracture was the inadequate lubrication schedule established by the engine manufacturer that was not reflective of the operators use of the engine.,GA,2009,1,2,False,boeing 777
accident,non-fatal,minor,airplane,boeing,MD88,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,136.0,IMC,unknown,The flight attendants failure to properly restrain herself after taking her jumpseat.,GA,2009,3,28,False,boeing MD88
incident,non-fatal,unknown,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,194.0,VMC,unknown,"The flight crews failure to identify the correct landing surface due to fatigue. Contributing to the cause of the incident were (1) the flight crews decision to accept a late runway change, (2) the unavailability of the approach light system and the instrument landing system for the runway of intended landing, and (3) the combination of numerous taxiway signs and intermixing of light technologies on the taxiway.",GA,2009,10,19,False,boeing 767
accident,non-fatal,unknown,airplane,boeing,767,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,11.0,IMC,unknown,Unforecasted turbulence resulting in a flight attendant being injured.,GA,2009,10,27,False,boeing 767
incident,non-fatal,minor,airplane,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,111.0,unknown,unknown,The cause of the right wing landing light switch fire is undetermined.,GA,2010,7,18,False,boeing MD88
incident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,130.0,VMC,unknown,"The air traffic controllers failure to adhere to required radar identification procedures, which resulted in loss of separation between the departing Boeing 757 and three other airplanes.  Contributing to the incident was the pilots inadequate preflight checks, which resulted in the airplane departing with an inoperative transponder.",GA,2011,3,11,False,boeing 757
accident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,298.0,VMC,unknown,The B737-700 pilot did not maintain adequate wing tip clearance while taxiing around the stopped B-737-800.,GA,2011,5,12,False,boeing 737
incident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,3.0,0.0,175.0,VMC,unknown,"Fuel leaking from the fuel flow transmitter that ignited on contact with the engines hot cases which resulted in an engine undercowl fire. The fuel leak resulted from the fuel flow transmitter end housing backing off from the main housing, creating a gap that allowed high pressure fuel to escape. Under certain assembly variances and operational load and temperature variations, the end housing joint may not be able to maintain the preload without eventually yielding, which results in the loosening of the joint and the resultant gap.",GA,2011,6,21,False,boeing 757
incident,non-fatal,minor,airplane,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,The probable cause of the No. 2 engine failure and subsequent aborted takeoff was the high cycle fatigue failure of a fan blade near the blade root that resulted in extensive low pressure compressor damage and compressor case breach.,GA,2011,8,6,False,boeing DC9
accident,non-fatal,substantial,airplane,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,81.0,VMC,unknown,The tug driver's inadequate control of the tug while maneuvering the airplane during pushback.,GA,2011,10,7,False,boeing MD88
incident,non-fatal,minor,airplane,boeing,757,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,182.0,VMC,unknown,"the return to service of overhauled airplane engine parts with undetected fatigue cracks, resulting in complete loss of engine power and uncontained engine failure. A contributing factor was the inadequate diffuser and HPT case inspection procedure.",GA,2011,10,10,False,boeing 757
accident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,279.0,VMC,unknown,the failure of the captain of N303DQ to maintain a safe clearance from N583NW that was stopped on the taxiway.,GA,2011,12,9,False,boeing 737
incident,non-fatal,unknown,airplane,boeing,MD88,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,147.0,unknown,unknown,The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.,GA,2012,11,7,False,boeing MD88
accident,non-fatal,substantial,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,148.0,VMC,unknown,the pilot's failure to maintain correct airspeed and pitch attitude at touchdown.,GA,2013,3,8,False,boeing 757
incident,non-fatal,minor,airplane,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,unknown,Failure of the right inboard foreflap outboard fitting due to fatigue and bearing anomalies on the sequence carriages which resulted in the partial separation of the right inboard foreflap. Contributing to the incident was the failure of maintenance personnel to detect the fatigue cracking and bearing anomalies during dedicated inspections.,GA,2013,5,19,False,boeing 747
accident,non-fatal,unknown,airplane,boeing,777,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,278.0,VMC,unknown,Unexpected encounter with convective turbulence while the flight attendants were preparing the cabin for arrival.,GA,2013,7,12,False,boeing 777
accident,non-fatal,substantial,airplane,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,144.0,VMC,unknown,Inattention by ground crew personnel which resulted in the airplane being substantially damaged.,GA,2014,1,31,False,boeing MD88
incident,non-fatal,unknown,airplane,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,333.0,VMC,unknown,Turbine Overhaul Service's aggressive grit blasting and incomplete masking of the blade root neck that allowed the no grit blast area being exposed during the overhaul of the blade resulting in blasting media being embedded in the blade root from which a fatigue crack developed.  The fatigue crack propagated until separation of the blade occurred that resulted in a complete loss of engine power.  The fire was caused by the B-nut on the hydraulic line from the fuel pump and pulsation damper loosening from engine vibration after the compressor blade separated spraying high pressure fluid into the engine compartment that ignited on the hot engine cases.,GA,2014,9,21,False,boeing 747
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,12.0,1.0,146.0,IMC,unknown,an inadvertent encounter with clear air turbulence while the flight attendants were returning to their seats.,GA,2014,11,24,False,boeing 737
accident,non-fatal,unknown,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,146.0,VMC,unknown,the flight attendant's failure to secure her lap belt and shoulder harness prior to the takeoff that resulted in her being thrown from her jumpseat shortly after takeoff.,GA,2015,5,23,False,airbus A320
accident,non-fatal,substantial,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,199.0,VMC,unknown,"The first officer's improper landing flare, which resulted in a hard, bounced landing, and the flight crews improper bounced landing recovery procedures.",GA,2017,6,23,False,airbus A321
incident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,169.0,unknown,unknown,unknown,GA,2017,11,29,False,boeing 737
accident,non-fatal,substantial,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,288.0,unknown,unknown,unknown,GA,2018,4,18,False,airbus A330
incident,unknown,minor,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,unknown,unknown,unknown,GA,2018,9,6,False,boeing 757
accident,unknown,substantial,airplane,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,failure of the tug driver to give way to the taxiing airplane.,GA,2019,4,5,False,boeing MD88
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,126.0,VMC,unknown,an encounter with convectively induced turbulence while penetrating cumulus clouds during descent.,GA,2019,5,25,False,boeing 737
incident,incident,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,approach,Probable Cause,NC,1982,12,5,False,boeing 737
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,150.0,VMC,takeoff,Probable Cause,NC,1983,5,27,False,boeing 727
incident,incident,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,102.0,IMC,climb,Probable Cause,NC,1983,6,16,False,boeing 737
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,99.0,VMC,landing,Probable Cause,NC,1986,9,25,False,boeing DC9
accident,non-fatal,destroyed,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,3.0,31.0,85.0,IMC,landing,Probable Cause,NC,1986,10,25,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,65.0,IMC,descent,Probable Cause,NC,1987,11,10,False,boeing 737
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,159.0,VMC,maneuvering,Probable Cause,NC,1988,3,10,False,boeing 737
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,159.0,VMC,maneuvering,Probable Cause,NC,1988,3,10,False,boeing 737
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,106.0,VMC,landing,Probable Cause,NC,1989,8,2,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,25.0,VMC,takeoff,Probable Cause,NC,1990,7,22,False,boeing 737
incident,incident,unknown,unknown,fokker,F28,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,60.0,VMC,takeoff,Probable Cause,NC,1992,4,15,False,fokker F28
incident,incident,minor,unknown,fokker,F28,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,94.0,VMC,landing,Probable Cause,NC,1994,5,1,False,fokker F28
accident,fatal,destroyed,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,37.0,16.0,4.0,0.0,IMC,go-around,Probable Cause,NC,1994,7,2,False,boeing DC9
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,83.0,VMC,descent,Probable Cause,NC,1995,8,5,False,boeing 737
accident,non-fatal,substantial,unknown,fokker,F100,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,104.0,VMC,landing,Probable Cause,NC,1997,11,7,False,fokker F100
accident,non-fatal,unknown,unknown,boeing,MD80,no,2.0,turbo jet,commercial flight,0.0,1.0,4.0,133.0,VMC,descent,Probable Cause,NC,1999,2,8,False,boeing MD80
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,13.0,50.0,VMC,takeoff,Probable Cause,NC,2000,8,8,False,boeing DC9
accident,non-fatal,minor,unknown,boeing,MD11,no,3.0,turbo jet,commercial flight,0.0,5.0,11.0,229.0,IMC,cruise,Probable Cause,NC,2002,3,31,False,boeing MD11
accident,non-fatal,unknown,unknown,boeing,MD82,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,133.0,VMC,cruise,Probable Cause,NC,2003,8,3,False,boeing MD82
accident,non-fatal,unknown,unknown,embraer,ERJ135,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,31.0,VMC,takeoff,Probable Cause,NC,2005,3,20,False,embraer ERJ135
accident,non-fatal,unknown,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,186.0,VMC,cruise,Probable Cause,NC,2005,7,11,False,boeing 767
incident,incident,minor,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,106.0,unknown,standing,Probable Cause,NC,2007,10,28,False,boeing 757
incident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,unknown,unknown,The failure of the left hand main landing gear was caused by heat induced cracks resulting from abusive grinding/polishing of the chrome plate that was applied during the last overhaul.,NC,2009,7,15,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,717,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,120.0,VMC,unknown,"The captain's excessive maneuver in response to a traffic alert and collision avoidance system (TCAS) alert, which resulted in a serious injury to a flight attendant. Contributing to the accident was the operator's inadequate TCAS training and guidance.",NC,2009,10,26,False,boeing 717
accident,non-fatal,minor,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,454.0,VMC,unknown,The Airbus A330 flight crew's failure to maintain clearance from a standing airplane while taxiing.,NC,2010,6,5,False,airbus A330
accident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,185.0,VMC,unknown,"Inadvertant encounter with convective turbulence while in cruise.  Contributing to the severity of the accident was the unrestrained status of the passenger, contrary to the lighted seat belt sign.",NC,2011,5,23,False,boeing 757
accident,non-fatal,unknown,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,158.0,VMC,unknown,an encounter with moderate turbulence while the flight attendant was securing the cabin for arrival.,NC,2012,9,18,False,airbus A330
accident,non-fatal,substantial,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,159.0,VMC,unknown,an encounter with a small microburst on short final at low altitude that resulted in a loss of lift and a tail strike during the go-around. Contributing to the accident was the captain's decision to continue the approach without applying appropriate windshear precautions in accordance with published guidance.,NC,2015,8,15,False,airbus A321
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,141.0,IMC,unknown,An inadvertent encounter with clear air turbulence.,NC,2015,12,23,False,boeing 737
accident,non-fatal,unknown,airplane,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,71.0,VMC,unknown,an encounter with turbulence resulting in a serious injury to a flight attendant.,NC,2016,1,3,False,embraer ERJ170
accident,non-fatal,substantial,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,186.0,VMC,unknown,"the first officer's failure to attain a proper landing flare, which resulted in a tail strike.",NC,2017,5,21,False,boeing 757
accident,non-fatal,unknown,airplane,boeing,MD88,no,unknown,turbo fan,commercial flight,0.0,1.0,1.0,144.0,VMC,unknown,An inadvertent encounter with convective turbulence.,NC,2018,7,23,False,boeing MD88
accident,unknown,substantial,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,IMC,unknown,an inadvertent loss of airspeed and increased pitch attitude prior to touchdown.,NC,2018,12,31,False,boeing 757
incident,incident,minor,airplane,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,74.0,VMC,climb,Probable Cause,NY,1982,7,5,False,boeing 727
incident,incident,minor,airplane,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,129.0,IMC,approach,Probable Cause,NY,1982,7,28,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,127.0,IMC,approach,Probable Cause,NY,1983,12,28,False,boeing 727
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,1.0,3.0,3.0,IMC,takeoff,Probable Cause,NY,1984,1,18,False,boeing 747
accident,non-fatal,substantial,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,1.0,11.0,165.0,IMC,landing,Probable Cause,NY,1984,2,28,False,boeing DC10
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,66.0,VMC,takeoff,Probable Cause,NY,1984,6,2,False,boeing 727
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,105.0,VMC,approach,Probable Cause,NY,1984,7,26,False,boeing 727
incident,incident,minor,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,189.0,unknown,taxi,Probable Cause,NY,1984,12,12,False,boeing DC10
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,86.0,IMC,takeoff,Probable Cause,NY,1985,1,17,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,212.0,IMC,climb,Probable Cause,NY,1985,5,28,False,boeing DC10
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,507.0,VMC,landing,Probable Cause,NY,1985,9,15,False,boeing 747
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,421.0,VMC,taxi,Probable Cause,NY,1985,10,24,False,boeing 767
incident,incident,unknown,unknown,fokker,F28,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,421.0,VMC,standing,Probable Cause,NY,1985,10,24,False,fokker F28
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,8.0,VMC,standing,Probable Cause,NY,1986,2,5,False,boeing 727
accident,non-fatal,unknown,unknown,lockheed,L1011,no,3.0,turbo jet,commercial flight,0.0,1.0,14.0,238.0,VMC,taxi,Probable Cause,NY,1986,2,15,False,lockheed L1011
accident,non-fatal,minor,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,2.0,10.0,71.0,VMC,descent,Probable Cause,NY,1986,4,7,False,boeing DC10
incident,incident,unknown,airplane,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,69.0,VMC,descent,Probable Cause,NY,1986,5,30,False,boeing DC9
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,127.0,VMC,taxi,Probable Cause,NY,1987,3,10,False,boeing 727
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,528.0,VMC,approach,Probable Cause,NY,1987,8,9,False,boeing 727
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,528.0,VMC,approach,Probable Cause,NY,1987,8,9,False,boeing 747
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,6.0,IMC,taxi,Probable Cause,NY,1987,8,20,False,boeing DC9
accident,non-fatal,substantial,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,6.0,IMC,landing,Probable Cause,NY,1987,8,20,False,boeing DC8
incident,incident,unknown,unknown,lockheed,C141,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,97.0,VMC,descent,Probable Cause,NY,1987,9,29,False,lockheed C141
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,97.0,VMC,cruise,Probable Cause,NY,1987,9,29,False,boeing 727
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,157.0,IMC,approach,Probable Cause,NY,1988,6,1,False,boeing 747
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,208.0,VMC,climb,Probable Cause,NY,1989,4,23,False,boeing 727
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,241.0,VMC,approach,Probable Cause,NY,1989,4,23,False,boeing 747
accident,fatal,destroyed,unknown,boeing,737,no,2.0,turbo fan,commercial flight,2.0,3.0,18.0,40.0,IMC,takeoff,Probable Cause,NY,1989,9,20,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,176.0,VMC,takeoff,Probable Cause,NY,1990,1,16,False,boeing 757
accident,fatal,destroyed,unknown,boeing,707,no,4.0,turbo fan,commercial flight,73.0,81.0,4.0,0.0,IMC,approach,Probable Cause,NY,1990,1,25,False,boeing 707
accident,non-fatal,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,133.0,VMC,taxi,Probable Cause,NY,1990,6,16,False,boeing 747
